image_idx,class_label,pixelation_level,user_guess,correct,action_taken
13,7,6.5,,,next_level
13,7,5.0,,,next_level
13,7,4.2,,,next_level
13,7,3.5,,,next_level
13,7,3.0,,,next_level
13,7,2.6,7,True,guess
14,2,6.5,,,next_level
14,2,5.0,,,next_level
14,2,4.2,,,next_level
14,2,3.5,,,next_level
14,2,3.0,,,next_level
14,2,2.6,,,next_level
14,2,2.2,,,next_level
14,2,2.0,2,True,guess
15,5,6.5,,,next_level
15,5,5.0,,,next_level
15,5,4.2,,,next_level
15,5,3.5,,,next_level
15,5,3.0,5,True,guess
16,0,6.5,,,next_level
16,0,5.0,,,next_level
16,0,4.2,,,next_level
16,0,3.5,,,next_level
16,0,3.0,,,next_level
16,0,2.6,0,True,guess
17,4,6.5,,,next_level
17,4,5.0,,,next_level
17,4,4.2,,,next_level
17,4,3.5,,,next_level
17,4,3.0,,,next_level
17,4,2.6,4,True,guess
18,6,6.5,,,next_level
18,6,5.0,,,next_level
18,6,4.2,,,next_level
18,6,3.5,6,True,guess
19,5,6.5,,,next_level
19,5,5.0,,,next_level
19,5,4.2,,,next_level
19,5,3.5,,,next_level
19,5,3.0,,,next_level
19,5,2.6,5,True,guess
20,7,6.5,,,next_level
20,7,5.0,,,next_level
20,7,4.2,,,next_level
20,7,3.5,7,True,guess
21,5,6.5,,,next_level
21,5,5.0,,,next_level
21,5,4.2,,,next_level
21,5,3.5,,,next_level
21,5,3.0,,,next_level
21,5,2.6,,,next_level
21,5,2.2,,,next_level
21,5,2.0,,,next_level
21,5,1.8,,,next_level
21,5,1.6,,,next_level
21,5,1.3,,,next_level
21,5,1.1,5,True,guess
22,9,6.5,,,next_level
22,9,5.0,,,next_level
22,9,4.2,,,next_level
22,9,3.5,,,next_level
22,9,3.0,9,True,guess
23,5,6.5,,,next_level
23,5,5.0,,,next_level
23,5,4.2,,,next_level
23,5,3.5,,,next_level
23,5,3.0,5,True,guess
24,5,6.5,,,next_level
24,5,5.0,,,next_level
24,5,4.2,,,next_level
24,5,3.5,,,next_level
24,5,3.0,,,next_level
24,5,2.6,,,next_level
24,5,2.2,5,True,guess
25,6,6.5,,,next_level
25,6,5.0,,,next_level
25,6,4.2,,,next_level
25,6,3.5,,,next_level
25,6,3.0,,,next_level
25,6,2.6,,,next_level
25,6,2.2,6,True,guess
26,2,6.5,,,next_level
26,2,5.0,,,next_level
26,2,4.2,,,next_level
26,2,3.5,,,next_level
26,2,3.0,,,next_level
26,2,2.6,2,True,guess
27,4,6.5,,,next_level
27,4,5.0,,,next_level
27,4,4.2,,,next_level
27,4,3.5,4,True,guess
28,3,6.5,,,next_level
28,3,5.0,,,next_level
28,3,4.2,,,next_level
28,3,3.5,,,next_level
28,3,3.0,3,True,guess
29,2,6.5,,,next_level
29,2,5.0,,,next_level
29,2,4.2,,,next_level
29,2,3.5,,,next_level
29,2,3.0,,,next_level
29,2,2.6,,,next_level
29,2,2.2,2,True,guess
30,0,6.5,,,next_level
30,0,5.0,,,next_level
30,0,4.2,,,next_level
30,0,3.5,,,next_level
30,0,3.0,,,next_level
30,0,2.6,0,True,guess
31,6,6.5,,,next_level
31,6,5.0,,,next_level
31,6,4.2,,,next_level
31,6,3.5,,,next_level
31,6,3.0,,,next_level
31,6,2.6,6,True,guess
32,4,6.5,,,next_level
32,4,5.0,,,next_level
32,4,4.2,,,next_level
32,4,3.5,,,next_level
32,4,3.0,,,next_level
32,4,2.6,4,True,guess
33,4,6.5,,,next_level
33,4,5.0,,,next_level
33,4,4.2,,,next_level
33,4,3.5,,,next_level
33,4,3.0,,,next_level
33,4,2.6,,,next_level
33,4,2.2,,,next_level
33,4,2.0,4,True,guess
34,2,6.5,,,next_level
34,2,5.0,,,next_level
34,2,4.2,,,next_level
34,2,3.5,,,next_level
34,2,3.0,,,next_level
34,2,2.6,2,True,guess
35,5,6.5,,,next_level
35,5,5.0,,,next_level
35,5,4.2,,,next_level
35,5,3.5,,,next_level
35,5,3.0,,,next_level
35,5,2.6,,,next_level
35,5,2.2,,,next_level
35,5,2.0,5,True,guess
36,7,6.5,,,next_level
36,7,5.0,,,next_level
36,7,4.2,,,next_level
36,7,3.5,,,next_level
36,7,3.0,,,next_level
36,7,2.6,,,next_level
36,7,2.2,,,next_level
36,7,2.0,7,True,guess
37,8,6.5,,,next_level
37,8,5.0,,,next_level
37,8,4.2,,,next_level
37,8,3.5,,,next_level
37,8,3.0,,,next_level
37,8,2.6,,,next_level
37,8,2.2,,,next_level
37,8,2.0,8,True,guess
38,4,6.5,,,next_level
38,4,5.0,,,next_level
38,4,4.2,,,next_level
38,4,3.5,,,next_level
38,4,3.0,,,next_level
38,4,2.6,,,next_level
38,4,2.2,4,True,guess
39,9,6.5,,,next_level
39,9,5.0,,,next_level
39,9,4.2,,,next_level
39,9,3.5,,,next_level
39,9,3.0,,,next_level
39,9,2.6,9,True,guess
40,1,6.5,,,next_level
40,1,5.0,,,next_level
40,1,4.2,,,next_level
40,1,3.5,,,next_level
40,1,3.0,,,next_level
40,1,2.6,,,next_level
40,1,2.2,,,next_level
40,1,2.0,,,next_level
40,1,1.8,1,True,guess
41,1,6.5,,,next_level
41,1,5.0,,,next_level
41,1,4.2,,,next_level
41,1,3.5,,,next_level
41,1,3.0,,,next_level
41,1,2.6,,,next_level
41,1,2.2,,,next_level
41,1,2.0,1,True,guess
42,3,6.5,,,next_level
42,3,5.0,,,next_level
42,3,4.2,,,next_level
42,3,3.5,,,next_level
42,3,3.0,3,True,guess
43,5,6.5,,,next_level
43,5,5.0,,,next_level
43,5,4.2,,,next_level
43,5,3.5,,,next_level
43,5,3.0,,,next_level
43,5,2.6,,,next_level
43,5,2.2,,,next_level
43,5,2.0,,,next_level
43,5,1.8,,,next_level
43,5,1.6,,,next_level
43,5,1.3,,,next_level
43,5,1.1,,,next_level
43,5,1.0,1,False,guess
44,8,6.5,,,next_level
44,8,5.0,,,next_level
44,8,4.2,,,next_level
44,8,3.5,,,next_level
44,8,3.0,,,next_level
44,8,2.6,8,True,guess
45,9,6.5,,,next_level
45,9,5.0,,,next_level
45,9,4.2,,,next_level
45,9,3.5,,,next_level
45,9,3.0,,,next_level
45,9,2.6,,,next_level
45,9,2.2,,,next_level
45,9,2.0,9,True,guess
46,3,6.5,,,next_level
46,3,5.0,,,next_level
46,3,4.2,,,next_level
46,3,3.5,,,next_level
46,3,3.0,,,next_level
46,3,2.6,3,True,guess
47,5,6.5,,,next_level
47,5,5.0,,,next_level
47,5,4.2,,,next_level
47,5,3.5,,,next_level
47,5,3.0,,,next_level
47,5,2.6,,,next_level
47,5,2.2,,,next_level
47,5,2.0,,,next_level
47,5,1.8,3,False,guess
48,7,6.5,,,next_level
48,7,5.0,,,next_level
48,7,4.2,,,next_level
48,7,3.5,,,next_level
48,7,3.0,,,next_level
48,7,2.6,,,next_level
48,7,2.2,,,next_level
48,7,2.0,7,True,guess
49,1,6.5,,,next_level
49,1,5.0,,,next_level
49,1,4.2,,,next_level
49,1,3.5,,,next_level
49,1,3.0,,,next_level
49,1,2.6,,,next_level
49,1,2.2,,,next_level
49,1,2.0,,,next_level
49,1,1.8,1,True,guess
50,1,6.5,,,next_level
50,1,5.0,,,next_level
50,1,4.2,,,next_level
50,1,3.5,,,next_level
50,1,3.0,1,True,guess
51,2,6.5,,,next_level
51,2,5.0,,,next_level
51,2,4.2,,,next_level
51,2,3.5,,,next_level
51,2,3.0,,,next_level
51,2,2.6,2,True,guess
52,6,6.5,,,next_level
52,6,5.0,,,next_level
52,6,4.2,,,next_level
52,6,3.5,,,next_level
52,6,3.0,6,True,guess
53,5,6.5,,,next_level
53,5,5.0,,,next_level
53,5,4.2,,,next_level
53,5,3.5,,,next_level
53,5,3.0,,,next_level
53,5,2.6,5,True,guess
54,4,6.5,,,next_level
54,4,5.0,,,next_level
54,4,4.2,,,next_level
54,4,3.5,,,next_level
54,4,3.0,4,True,guess
55,4,6.5,,,next_level
55,4,5.0,,,next_level
55,4,4.2,,,next_level
55,4,3.5,,,next_level
55,4,3.0,4,True,guess
56,5,6.5,,,next_level
56,5,5.0,,,next_level
56,5,4.2,,,next_level
56,5,3.5,,,next_level
56,5,3.0,5,True,guess
57,3,6.5,,,next_level
57,3,5.0,,,next_level
57,3,4.2,,,next_level
57,3,3.5,3,True,guess
58,6,6.5,,,next_level
58,6,5.0,,,next_level
58,6,4.2,,,next_level
58,6,3.5,,,next_level
58,6,3.0,6,True,guess
59,4,6.5,,,next_level
59,4,5.0,,,next_level
59,4,4.2,,,next_level
59,4,3.5,,,next_level
59,4,3.0,,,next_level
59,4,2.6,4,True,guess
60,3,6.5,,,next_level
60,3,5.0,,,next_level
60,3,4.2,,,next_level
60,3,3.5,3,True,guess
61,5,6.5,,,next_level
61,5,5.0,,,next_level
61,5,4.2,,,next_level
61,5,3.5,,,next_level
61,5,3.0,,,next_level
61,5,2.6,,,next_level
61,5,2.2,6,False,guess
62,7,6.5,,,next_level
62,7,5.0,,,next_level
62,7,4.2,,,next_level
62,7,3.5,,,next_level
62,7,3.0,,,next_level
62,7,2.6,,,next_level
62,7,2.2,,,next_level
62,7,2.0,7,True,guess
63,9,6.5,,,next_level
63,9,5.0,,,next_level
63,9,4.2,,,next_level
63,9,3.5,9,True,guess
64,9,6.5,,,next_level
64,9,5.0,,,next_level
64,9,4.2,,,next_level
64,9,3.5,,,next_level
64,9,3.0,,,next_level
64,9,2.6,,,next_level
64,9,2.2,9,True,guess
65,5,6.5,,,next_level
65,5,5.0,,,next_level
65,5,4.2,,,next_level
65,5,3.5,,,next_level
65,5,3.0,,,next_level
65,5,2.6,,,next_level
65,5,2.2,,,next_level
65,5,2.0,,,next_level
65,5,1.8,5,True,guess
66,8,6.5,,,next_level
66,8,5.0,,,next_level
66,8,4.2,,,next_level
66,8,3.5,,,next_level
66,8,3.0,,,next_level
66,8,2.6,,,next_level
66,8,2.2,,,next_level
66,8,2.0,8,True,guess
67,2,6.5,,,next_level
67,2,5.0,,,next_level
67,2,4.2,,,next_level
67,2,3.5,,,next_level
67,2,3.0,,,next_level
67,2,2.6,2,True,guess
68,1,6.5,,,next_level
68,1,5.0,,,next_level
68,1,4.2,,,next_level
68,1,3.5,,,next_level
68,1,3.0,,,next_level
68,1,2.6,,,next_level
68,1,2.2,,,next_level
68,1,2.0,,,next_level
68,1,1.8,1,True,guess
69,3,6.5,,,next_level
69,3,5.0,,,next_level
69,3,4.2,,,next_level
69,3,3.5,3,True,guess
70,9,6.5,,,next_level
70,9,5.0,,,next_level
70,9,4.2,,,next_level
70,9,3.5,,,next_level
70,9,3.0,9,True,guess
71,0,6.5,,,next_level
71,0,5.0,,,next_level
71,0,4.2,,,next_level
71,0,3.5,,,next_level
71,0,3.0,0,True,guess
72,0,6.5,,,next_level
72,0,5.0,,,next_level
72,0,4.2,,,next_level
72,0,3.5,,,next_level
72,0,3.0,,,next_level
72,0,2.6,,,next_level
72,0,2.2,,,next_level
72,0,2.0,0,True,guess
73,1,6.5,,,next_level
73,1,5.0,,,next_level
73,1,4.2,,,next_level
73,1,3.5,,,next_level
73,1,3.0,,,next_level
73,1,2.6,1,True,guess
74,2,6.5,,,next_level
74,2,5.0,,,next_level
74,2,4.2,,,next_level
74,2,3.5,,,next_level
74,2,3.0,,,next_level
74,2,2.6,,,next_level
74,2,2.2,2,True,guess
75,7,6.5,,,next_level
75,7,5.0,,,next_level
75,7,4.2,,,next_level
75,7,3.5,,,next_level
75,7,3.0,,,next_level
75,7,2.6,,,next_level
75,7,2.2,7,True,guess
76,7,6.5,,,next_level
76,7,5.0,,,next_level
76,7,4.2,,,next_level
76,7,3.5,,,next_level
76,7,3.0,,,next_level
76,7,2.6,7,True,guess
77,5,6.5,,,next_level
77,5,5.0,,,next_level
77,5,4.2,,,next_level
77,5,3.5,,,next_level
77,5,3.0,,,next_level
77,5,2.6,5,True,guess
78,8,6.5,,,next_level
78,8,5.0,,,next_level
78,8,4.2,,,next_level
78,8,3.5,,,next_level
78,8,3.0,2,False,guess
79,2,6.5,,,next_level
79,2,5.0,,,next_level
79,2,4.2,,,next_level
79,2,3.5,,,next_level
79,2,3.0,,,next_level
79,2,2.6,2,True,guess
80,7,6.5,,,next_level
80,7,5.0,,,next_level
80,7,4.2,,,next_level
80,7,3.5,,,next_level
80,7,3.0,,,next_level
80,7,2.6,7,True,guess
81,6,6.5,,,next_level
81,6,5.0,,,next_level
81,6,4.2,,,next_level
81,6,3.5,,,next_level
81,6,3.0,6,True,guess
82,1,6.5,,,next_level
82,1,5.0,,,next_level
82,1,4.2,,,next_level
82,1,3.5,,,next_level
82,1,3.0,1,True,guess
83,5,6.5,,,next_level
83,5,5.0,,,next_level
83,5,4.2,,,next_level
83,5,3.5,,,next_level
83,5,3.0,,,next_level
83,5,2.6,,,next_level
83,5,2.2,5,True,guess
84,2,6.5,,,next_level
84,2,5.0,,,next_level
84,2,4.2,,,next_level
84,2,3.5,,,next_level
84,2,3.0,,,next_level
84,2,2.6,,,next_level
84,2,2.2,2,True,guess
85,0,6.5,,,next_level
85,0,5.0,,,next_level
85,0,4.2,,,next_level
85,0,3.5,,,next_level
85,0,3.0,0,True,guess
86,7,6.5,,,next_level
86,7,5.0,,,next_level
86,7,4.2,,,next_level
86,7,3.5,,,next_level
86,7,3.0,,,next_level
86,7,2.6,7,True,guess
87,3,6.5,,,next_level
87,3,5.0,,,next_level
87,3,4.2,,,next_level
87,3,3.5,,,next_level
87,3,3.0,3,True,guess
88,3,6.5,,,next_level
88,3,5.0,,,next_level
88,3,4.2,,,next_level
88,3,3.5,,,next_level
88,3,3.0,,,next_level
88,3,2.6,3,True,guess
89,3,6.5,,,next_level
89,3,5.0,,,next_level
89,3,4.2,,,next_level
89,3,3.5,,,next_level
89,3,3.0,3,True,guess
90,8,6.5,,,next_level
90,8,5.0,,,next_level
90,8,4.2,,,next_level
90,8,3.5,,,next_level
90,8,3.0,,,next_level
90,8,2.6,,,next_level
90,8,2.2,,,next_level
90,8,2.0,8,True,guess
91,5,6.5,,,next_level
91,5,5.0,,,next_level
91,5,4.2,,,next_level
91,5,3.5,,,next_level
91,5,3.0,,,next_level
91,5,2.6,5,True,guess
92,4,6.5,,,next_level
92,4,5.0,,,next_level
92,4,4.2,,,next_level
92,4,3.5,4,True,guess
93,6,6.5,,,next_level
93,6,5.0,,,next_level
93,6,4.2,,,next_level
93,6,3.5,6,True,guess
94,6,6.5,,,next_level
94,6,5.0,,,next_level
94,6,4.2,,,next_level
94,6,3.5,,,next_level
94,6,3.0,,,next_level
94,6,2.6,,,next_level
94,6,2.2,,,next_level
94,6,2.0,6,True,guess
95,9,6.5,,,next_level
95,9,5.0,,,next_level
95,9,4.2,,,next_level
95,9,3.5,,,next_level
95,9,3.0,,,next_level
95,9,2.6,,,next_level
95,9,2.2,,,next_level
95,9,2.0,,,next_level
95,9,1.8,9,True,guess
96,7,6.5,,,next_level
96,7,5.0,,,next_level
96,7,4.2,,,next_level
96,7,3.5,,,next_level
96,7,3.0,,,next_level
96,7,2.6,7,True,guess
97,7,6.5,,,next_level
97,7,5.0,,,next_level
97,7,4.2,,,next_level
97,7,3.5,7,True,guess
98,9,6.5,,,next_level
98,9,5.0,,,next_level
98,9,4.2,9,True,guess
99,9,6.5,,,next_level
99,9,5.0,,,next_level
99,9,4.2,,,next_level
99,9,3.5,,,next_level
99,9,3.0,1,False,guess
100,8,6.5,,,next_level
100,8,5.0,,,next_level
100,8,4.2,,,next_level
100,8,3.5,,,next_level
100,8,3.0,,,next_level
100,8,2.6,,,next_level
100,8,2.2,,,next_level
100,8,2.0,,,next_level
100,8,1.8,,,next_level
100,8,1.6,8,True,guess
101,8,6.5,,,next_level
101,8,5.0,,,next_level
101,8,4.2,,,next_level
101,8,3.5,,,next_level
101,8,3.0,,,next_level
101,8,2.6,8,True,guess
102,5,6.5,,,next_level
102,5,5.0,,,next_level
102,5,4.2,,,next_level
102,5,3.5,,,next_level
102,5,3.0,,,next_level
102,5,2.6,5,True,guess
103,7,6.5,,,next_level
103,7,5.0,,,next_level
103,7,4.2,,,next_level
103,7,3.5,,,next_level
103,7,3.0,,,next_level
103,7,2.6,7,True,guess
104,6,6.5,,,next_level
104,6,5.0,,,next_level
104,6,4.2,,,next_level
104,6,3.5,,,next_level
104,6,3.0,,,next_level
104,6,2.6,,,next_level
104,6,2.2,6,True,guess
105,6,6.5,,,next_level
105,6,5.0,,,next_level
105,6,4.2,,,next_level
105,6,3.5,,,next_level
105,6,3.0,,,next_level
105,6,2.6,1,False,guess
image_idx,class_label,pixelation_level,user_guess,correct,action_taken
106,6,6.5,,,next_level
106,6,5.0,,,next_level
106,6,4.2,,,next_level
106,6,3.5,,,next_level
106,6,3.0,6,True,guess
107,1,6.5,,,next_level
107,1,5.0,,,next_level
107,1,4.2,,,next_level
107,1,3.5,,,next_level
107,1,3.0,1,True,guess
108,4,6.5,,,next_level
108,4,5.0,,,next_level
108,4,4.2,,,next_level
108,4,3.5,,,next_level
108,4,3.0,,,next_level
108,4,2.6,4,True,guess
109,6,6.5,,,next_level
109,6,5.0,,,next_level
109,6,4.2,,,next_level
109,6,3.5,,,next_level
109,6,3.0,,,next_level
109,6,2.6,,,next_level
109,6,2.2,,,next_level
109,6,2.0,,,next_level
109,6,1.8,,,next_level
109,6,1.6,9,False,guess
110,6,6.5,,,next_level
110,6,5.0,,,next_level
110,6,4.2,,,next_level
110,6,3.5,,,next_level
110,6,3.0,,,next_level
110,6,2.6,,,next_level
110,6,2.2,6,True,guess
111,6,6.5,,,next_level
111,6,5.0,,,next_level
111,6,4.2,,,next_level
111,6,3.5,,,next_level
111,6,3.0,,,next_level
111,6,2.6,,,next_level
111,6,2.2,6,True,guess
112,6,6.5,,,next_level
112,6,5.0,,,next_level
112,6,4.2,,,next_level
112,6,3.5,,,next_level
112,6,3.0,,,next_level
112,6,2.6,6,True,guess
113,1,6.5,,,next_level
113,1,5.0,,,next_level
113,1,4.2,,,next_level
113,1,3.5,,,next_level
113,1,3.0,1,True,guess
114,3,6.5,,,next_level
114,3,5.0,,,next_level
114,3,4.2,,,next_level
114,3,3.5,,,next_level
114,3,3.0,3,True,guess
115,4,6.5,,,next_level
115,4,5.0,,,next_level
115,4,4.2,,,next_level
115,4,3.5,,,next_level
115,4,3.0,,,next_level
115,4,2.6,,,next_level
115,4,2.2,4,True,guess
116,8,6.5,,,next_level
116,8,5.0,,,next_level
116,8,4.2,,,next_level
116,8,3.5,,,next_level
116,8,3.0,,,next_level
116,8,2.6,,,next_level
116,8,2.2,8,True,guess
117,9,6.5,,,next_level
117,9,5.0,,,next_level
117,9,4.2,,,next_level
117,9,3.5,,,next_level
117,9,3.0,9,True,guess
118,9,6.5,,,next_level
118,9,5.0,,,next_level
118,9,4.2,,,next_level
118,9,3.5,,,next_level
118,9,3.0,9,True,guess
119,5,6.5,,,next_level
119,5,5.0,,,next_level
119,5,4.2,,,next_level
119,5,3.5,,,next_level
119,5,3.0,,,next_level
119,5,2.6,,,next_level
119,5,2.2,6,False,guess
120,1,6.5,,,next_level
120,1,5.0,,,next_level
120,1,4.2,,,next_level
120,1,3.5,1,True,guess
121,5,6.5,,,next_level
121,5,5.0,,,next_level
121,5,4.2,,,next_level
121,5,3.5,,,next_level
121,5,3.0,,,next_level
121,5,2.6,5,True,guess
122,7,6.5,,,next_level
122,7,5.0,,,next_level
122,7,4.2,,,next_level
122,7,3.5,,,next_level
122,7,3.0,7,True,guess
123,2,6.5,,,next_level
123,2,5.0,,,next_level
123,2,4.2,,,next_level
123,2,3.5,,,next_level
123,2,3.0,,,next_level
123,2,2.6,2,True,guess
124,2,6.5,,,next_level
124,2,5.0,,,next_level
124,2,4.2,,,next_level
124,2,3.5,,,next_level
124,2,3.0,,,next_level
124,2,2.6,,,next_level
124,2,2.2,2,True,guess
125,6,6.5,,,next_level
125,6,5.0,,,next_level
125,6,4.2,,,next_level
125,6,3.5,,,next_level
125,6,3.0,,,next_level
125,6,2.6,,,next_level
125,6,2.2,,,next_level
125,6,2.0,6,True,guess
126,5,6.5,,,next_level
126,5,5.0,,,next_level
126,5,4.2,,,next_level
126,5,3.5,,,next_level
126,5,3.0,,,next_level
126,5,2.6,5,True,guess
127,7,6.5,,,next_level
127,7,5.0,,,next_level
127,7,4.2,,,next_level
127,7,3.5,,,next_level
127,7,3.0,,,next_level
127,7,2.6,7,True,guess
128,7,6.5,,,next_level
128,7,5.0,,,next_level
128,7,4.2,,,next_level
128,7,3.5,7,True,guess
129,9,6.5,,,next_level
129,9,5.0,,,next_level
129,9,4.2,,,next_level
129,9,3.5,,,next_level
129,9,3.0,9,True,guess
130,1,6.5,,,next_level
130,1,5.0,,,next_level
130,1,4.2,,,next_level
130,1,3.5,,,next_level
130,1,3.0,,,next_level
130,1,2.6,1,True,guess
131,7,6.5,,,next_level
131,7,5.0,,,next_level
131,7,4.2,,,next_level
131,7,3.5,,,next_level
131,7,3.0,7,True,guess
132,8,6.5,,,next_level
132,8,5.0,,,next_level
132,8,4.2,,,next_level
132,8,3.5,8,True,guess
133,5,6.5,,,next_level
133,5,5.0,,,next_level
133,5,4.2,5,True,guess
134,0,6.5,,,next_level
134,0,5.0,,,next_level
134,0,4.2,,,next_level
134,0,3.5,,,next_level
134,0,3.0,,,next_level
134,0,2.6,0,True,guess
135,0,6.5,,,next_level
135,0,5.0,,,next_level
135,0,4.2,,,next_level
135,0,3.5,0,True,guess
136,5,6.5,,,next_level
136,5,5.0,,,next_level
136,5,4.2,,,next_level
136,5,3.5,,,next_level
136,5,3.0,,,next_level
136,5,2.6,5,True,guess
137,3,6.5,,,next_level
137,3,5.0,,,next_level
137,3,4.2,,,next_level
137,3,3.5,,,next_level
137,3,3.0,,,next_level
137,3,2.6,,,next_level
137,3,2.2,,,next_level
137,3,2.0,3,True,guess
138,7,6.5,,,next_level
138,7,5.0,,,next_level
138,7,4.2,,,next_level
138,7,3.5,,,next_level
138,7,3.0,,,next_level
138,7,2.6,,,next_level
138,7,2.2,7,True,guess
139,4,6.5,,,next_level
139,4,5.0,,,next_level
139,4,4.2,,,next_level
139,4,3.5,,,next_level
139,4,3.0,4,True,guess
140,7,6.5,,,next_level
140,7,5.0,,,next_level
140,7,4.2,,,next_level
140,7,3.5,,,next_level
140,7,3.0,7,True,guess
141,5,6.5,,,next_level
141,5,5.0,,,next_level
141,5,4.2,,,next_level
141,5,3.5,5,True,guess
142,5,6.5,,,next_level
142,5,5.0,,,next_level
142,5,4.2,,,next_level
142,5,3.5,,,next_level
142,5,3.0,,,next_level
142,5,2.6,6,False,guess
143,3,6.5,,,next_level
143,3,5.0,,,next_level
143,3,4.2,,,next_level
143,3,3.5,,,next_level
143,3,3.0,,,next_level
143,3,2.6,,,next_level
143,3,2.2,3,True,guess
144,6,6.5,,,next_level
144,6,5.0,,,next_level
144,6,4.2,,,next_level
144,6,3.5,,,next_level
144,6,3.0,,,next_level
144,6,2.6,,,next_level
144,6,2.2,,,next_level
144,6,2.0,,,next_level
144,6,1.8,,,next_level
144,6,1.6,4,False,guess
145,3,6.5,,,next_level
145,3,5.0,,,next_level
145,3,4.2,,,next_level
145,3,3.5,,,next_level
145,3,3.0,,,next_level
145,3,2.6,,,next_level
145,3,2.2,3,True,guess
146,1,6.5,,,next_level
146,1,5.0,,,next_level
146,1,4.2,,,next_level
146,1,3.5,1,True,guess
147,0,6.5,,,next_level
147,0,5.0,,,next_level
147,0,4.2,,,next_level
147,0,3.5,0,True,guess
148,6,6.5,,,next_level
148,6,5.0,,,next_level
148,6,4.2,,,next_level
148,6,3.5,,,next_level
148,6,3.0,6,True,guess
149,9,6.5,,,next_level
149,9,5.0,,,next_level
149,9,4.2,,,next_level
149,9,3.5,,,next_level
149,9,3.0,,,next_level
149,9,2.6,,,next_level
149,9,2.2,9,True,guess
150,0,6.5,,,next_level
150,0,5.0,,,next_level
150,0,4.2,,,next_level
150,0,3.5,0,True,guess
151,3,6.5,,,next_level
151,3,5.0,,,next_level
151,3,4.2,,,next_level
151,3,3.5,3,True,guess
152,4,6.5,,,next_level
152,4,5.0,,,next_level
152,4,4.2,,,next_level
152,4,3.5,,,next_level
152,4,3.0,4,True,guess
153,2,6.5,,,next_level
153,2,5.0,,,next_level
153,2,4.2,,,next_level
153,2,3.5,,,next_level
153,2,3.0,2,True,guess
154,4,6.5,,,next_level
154,4,5.0,,,next_level
154,4,4.2,,,next_level
154,4,3.5,,,next_level
154,4,3.0,,,next_level
154,4,2.6,,,next_level
154,4,2.2,,,next_level
154,4,2.0,4,True,guess
155,8,6.5,,,next_level
155,8,5.0,,,next_level
155,8,4.2,,,next_level
155,8,3.5,,,next_level
155,8,3.0,,,next_level
155,8,2.6,8,True,guess
156,7,6.5,,,next_level
156,7,5.0,,,next_level
156,7,4.2,,,next_level
156,7,3.5,,,next_level
156,7,3.0,7,True,guess
157,8,6.5,,,next_level
157,8,5.0,,,next_level
157,8,4.2,,,next_level
157,8,3.5,,,next_level
157,8,3.0,,,next_level
157,8,2.6,8,True,guess
158,7,6.5,,,next_level
158,7,5.0,,,next_level
158,7,4.2,,,next_level
158,7,3.5,,,next_level
